,0.0,1.0,2.0
Total Rows,1.0,,
AGE_min,64.0,,
AGE_25%,64.0,,
AGE_50%,64.0,,
AGE_75%,64.0,,
AGE_max,64.0,,
AGE_std,,,
LOS_min,4.0,,
LOS_25%,4.0,,
LOS_50%,4.0,,
LOS_75%,4.0,,
LOS_max,4.0,,
LOS_std,,,
RACE,0.0,1.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0
DIED,1.0,0.0,0.0
