,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,64.0,,,,,
AGE_min,15.0,,,,,
AGE_25%,29.75,,,,,
AGE_50%,37.0,,,,,
AGE_75%,51.0,,,,,
AGE_max,80.0,,,,,
AGE_std,15.763599570801443,,,,,
LOS_min,1.0,,,,,
LOS_25%,4.0,,,,,
LOS_50%,4.5,,,,,
LOS_75%,5.0,,,,,
LOS_max,17.0,,,,,
LOS_std,2.5381513551376917,,,,,
RACE,0.0,47.0,3.0,9.0,2.0,2.0
ZIPINC_QRTL,0.0,19.0,15.0,21.0,9.0,0.0
DIED,64.0,0.0,0.0,0.0,0.0,0.0
