,0.0,1.0,3.0
Total Rows,3.0,,
AGE_min,20.0,,
AGE_25%,26.5,,
AGE_50%,33.0,,
AGE_75%,46.0,,
AGE_max,59.0,,
AGE_std,19.857828011475306,,
LOS_min,2.0,,
LOS_25%,2.0,,
LOS_50%,2.0,,
LOS_75%,3.5,,
LOS_max,5.0,,
LOS_std,1.7320508075688772,,
RACE,0.0,1.0,2.0
ZIPINC_QRTL,0.0,1.0,1.0
DIED,3.0,0.0,0.0
