,0.0,1.0,2.0,3.0,4.0
Total Rows,28.0,,,,
AGE_min,2.0,,,,
AGE_25%,28.5,,,,
AGE_50%,50.0,,,,
AGE_75%,60.5,,,,
AGE_max,69.0,,,,
AGE_std,20.945223344533257,,,,
LOS_min,0.0,,,,
LOS_25%,4.0,,,,
LOS_50%,18.0,,,,
LOS_75%,31.0,,,,
LOS_max,38.0,,,,
LOS_std,13.265701488381078,,,,
RACE,0.0,20.0,1.0,7.0,0.0
ZIPINC_QRTL,0.0,3.0,10.0,8.0,7.0
DIED,26.0,2.0,0.0,0.0,0.0
