,0.0,1.0,6.0,2.0,3.0
Total Rows,5.0,,,,
AGE_min,6.0,,,,
AGE_25%,53.0,,,,
AGE_50%,66.0,,,,
AGE_75%,69.0,,,,
AGE_max,72.0,,,,
AGE_std,27.362382937163936,,,,
LOS_min,3.0,,,,
LOS_25%,4.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,14.0,,,,
LOS_std,4.527692569068709,,,,
RACE,0.0,3.0,1.0,0.0,0.0
ZIPINC_QRTL,0.0,1.0,0.0,1.0,3.0
DIED,5.0,0.0,0.0,0.0,0.0
