,0.0,1.0,2.0,3.0,4.0,5.0,6.0
Total Rows,397.0,,,,,,
AGE_min,0.0,,,,,,
AGE_25%,45.0,,,,,,
AGE_50%,59.0,,,,,,
AGE_75%,67.0,,,,,,
AGE_max,86.0,,,,,,
AGE_std,19.124015593473253,,,,,,
LOS_min,1.0,,,,,,
LOS_25%,5.0,,,,,,
LOS_50%,6.0,,,,,,
LOS_75%,22.0,,,,,,
LOS_max,70.0,,,,,,
LOS_std,12.837202534956432,,,,,,
RACE,0.0,237.0,53.0,45.0,16.0,5.0,25.0
ZIPINC_QRTL,0.0,98.0,88.0,98.0,106.0,0.0,0.0
DIED,385.0,12.0,0.0,0.0,0.0,0.0,0.0
