,0.0,1.0,2.0,3.0,4.0
Total Rows,7.0,,,,
AGE_min,12.0,,,,
AGE_25%,29.0,,,,
AGE_50%,37.0,,,,
AGE_75%,61.5,,,,
AGE_max,68.0,,,,
AGE_std,21.329612770802495,,,,
LOS_min,2.0,,,,
LOS_25%,2.0,,,,
LOS_50%,2.0,,,,
LOS_75%,2.5,,,,
LOS_max,3.0,,,,
LOS_std,0.4879500364742666,,,,
RACE,0.0,6.0,0.0,0.0,0.0
ZIPINC_QRTL,0.0,2.0,1.0,2.0,2.0
DIED,7.0,0.0,0.0,0.0,0.0
