,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,29.0,0.0,1.0,4.0,0.0,3.5
50%,29.0,0.0,1.0,4.0,0.0,3.5
75%,29.0,0.0,1.0,4.0,0.0,3.5
count,1.0,1.0,1.0,1.0,1.0,1.0
max,29.0,0.0,1.0,4.0,0.0,3.5
mean,29.0,0.0,1.0,4.0,0.0,3.5
min,29.0,0.0,1.0,4.0,0.0,3.5
std,,,,,,
