,0.0,1.0,3.0,2.0,4.0
Total Rows,2.0,,,,
AGE_min,55.0,,,,
AGE_25%,59.75,,,,
AGE_50%,64.5,,,,
AGE_75%,69.25,,,,
AGE_max,74.0,,,,
AGE_std,13.435028842544403,,,,
LOS_min,4.0,,,,
LOS_25%,12.5,,,,
LOS_50%,21.0,,,,
LOS_75%,29.5,,,,
LOS_max,38.0,,,,
LOS_std,24.041630560342615,,,,
RACE,0.0,1.0,1.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,0.0,1.0,1.0
DIED,2.0,0.0,0.0,0.0,0.0
