,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,67.4,0.2,2.2,3.2,0.0,4.6
50%,67.4,0.2,2.2,3.2,0.0,4.6
75%,67.4,0.2,2.2,3.2,0.0,4.6
count,1.0,1.0,1.0,1.0,1.0,1.0
max,67.4,0.2,2.2,3.2,0.0,4.6
mean,67.4,0.2,2.2,3.2,0.0,4.6
min,67.4,0.2,2.2,3.2,0.0,4.6
std,,,,,,
