,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,173.0,,,,,
AGE_min,1.0,,,,,
AGE_25%,13.0,,,,,
AGE_50%,22.0,,,,,
AGE_75%,43.0,,,,,
AGE_max,84.0,,,,,
AGE_std,20.171460555539237,,,,,
LOS_min,0.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,24.0,,,,,
LOS_std,2.4035501591163206,,,,,
RACE,0.0,90.0,22.0,34.0,10.0,12.0
ZIPINC_QRTL,0.0,44.0,38.0,49.0,39.0,0.0
DIED,173.0,0.0,0.0,0.0,0.0,0.0
