,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,11.0,0.0,2.0,2.0,0.0,3.0
50%,11.0,0.0,2.0,2.0,0.0,3.0
75%,11.0,0.0,2.0,2.0,0.0,3.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,11.0,0.0,2.0,2.0,0.0,3.0
mean,11.0,0.0,2.0,2.0,0.0,3.0
min,11.0,0.0,2.0,2.0,0.0,3.0
std,,,,,,
