,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,53.0,,,,,
AGE_min,0.0,,,,,
AGE_25%,18.0,,,,,
AGE_50%,32.0,,,,,
AGE_75%,49.0,,,,,
AGE_max,89.0,,,,,
AGE_std,22.417029733239815,,,,,
LOS_min,1.0,,,,,
LOS_25%,3.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,22.0,,,,,
LOS_std,3.7321418030825675,,,,,
RACE,0.0,34.0,1.0,12.0,3.0,2.0
ZIPINC_QRTL,0.0,14.0,12.0,12.0,14.0,0.0
DIED,53.0,0.0,0.0,0.0,0.0,0.0
