,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,52.0,,,,,
AGE_min,1.0,,,,,
AGE_25%,24.25,,,,,
AGE_50%,62.0,,,,,
AGE_75%,72.0,,,,,
AGE_max,83.0,,,,,
AGE_std,27.74947175179684,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,4.25,,,,,
LOS_max,45.0,,,,,
LOS_std,6.066343866240116,,,,,
RACE,0.0,36.0,8.0,6.0,2.0,0.0
ZIPINC_QRTL,0.0,24.0,12.0,6.0,0.0,9.0
DIED,52.0,0.0,0.0,0.0,0.0,0.0
