,0.0,1.0,4.0
Total Rows,2.0,,
AGE_min,67.0,,
AGE_25%,67.75,,
AGE_50%,68.5,,
AGE_75%,69.25,,
AGE_max,70.0,,
AGE_std,2.1213203435596424,,
LOS_min,2.0,,
LOS_25%,2.25,,
LOS_50%,2.5,,
LOS_75%,2.75,,
LOS_max,3.0,,
LOS_std,0.7071067811865476,,
RACE,0.0,2.0,0.0
ZIPINC_QRTL,0.0,0.0,2.0
DIED,2.0,0.0,0.0
