,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,303.0,,,,,
AGE_min,2.0,,,,,
AGE_25%,12.0,,,,,
AGE_50%,25.0,,,,,
AGE_75%,55.0,,,,,
AGE_max,82.0,,,,,
AGE_std,23.960526135041814,,,,,
LOS_min,1.0,,,,,
LOS_25%,4.0,,,,,
LOS_50%,5.0,,,,,
LOS_75%,7.0,,,,,
LOS_max,28.0,,,,,
LOS_std,4.049083589948207,,,,,
RACE,0.0,193.0,27.0,43.0,14.0,20.0
ZIPINC_QRTL,0.0,77.0,79.0,70.0,73.0,0.0
DIED,302.0,1.0,0.0,0.0,0.0,0.0
