,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,30.5,0.0,2.25,2.25,0.0,3.25
50%,30.5,0.0,2.25,2.25,0.0,3.25
75%,30.5,0.0,2.25,2.25,0.0,3.25
count,1.0,1.0,1.0,1.0,1.0,1.0
max,30.5,0.0,2.25,2.25,0.0,3.25
mean,30.5,0.0,2.25,2.25,0.0,3.25
min,30.5,0.0,2.25,2.25,0.0,3.25
std,,,,,,
