,0.0,1.0,2.0,3.0,4.0,5.0,6.0
Total Rows,199.0,,,,,,
AGE_min,1.0,,,,,,
AGE_25%,12.0,,,,,,
AGE_50%,16.0,,,,,,
AGE_75%,46.5,,,,,,
AGE_max,76.0,,,,,,
AGE_std,20.55526471903637,,,,,,
LOS_min,0.0,,,,,,
LOS_25%,2.0,,,,,,
LOS_50%,4.0,,,,,,
LOS_75%,5.0,,,,,,
LOS_max,17.0,,,,,,
LOS_std,2.4693646014607618,,,,,,
RACE,0.0,73.0,51.0,36.0,19.0,1.0,7.0
ZIPINC_QRTL,0.0,69.0,42.0,41.0,38.0,0.0,0.0
DIED,199.0,0.0,0.0,0.0,0.0,0.0,0.0
