,0.0,1.0,2.0,3.0,4.0
Total Rows,4.0,,,,
AGE_min,18.0,,,,
AGE_25%,51.0,,,,
AGE_50%,70.5,,,,
AGE_75%,81.75,,,,
AGE_max,90.0,,,,
AGE_std,31.668859573193767,,,,
LOS_min,1.0,,,,
LOS_25%,1.0,,,,
LOS_50%,1.5,,,,
LOS_75%,2.0,,,,
LOS_max,2.0,,,,
LOS_std,0.5773502691896257,,,,
RACE,0.0,4.0,0.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0,1.0,2.0
DIED,4.0,0.0,0.0,0.0,0.0
