,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,29.0,,,,,
AGE_min,2.0,,,,,
AGE_25%,43.0,,,,,
AGE_50%,52.0,,,,,
AGE_75%,57.0,,,,,
AGE_max,72.0,,,,,
AGE_std,16.34977892621061,,,,,
LOS_min,2.0,,,,,
LOS_25%,5.0,,,,,
LOS_50%,9.0,,,,,
LOS_75%,23.0,,,,,
LOS_max,119.0,,,,,
LOS_std,26.75831439314819,,,,,
RACE,0.0,23.0,3.0,1.0,1.0,1.0
ZIPINC_QRTL,0.0,6.0,7.0,4.0,11.0,0.0
DIED,28.0,1.0,0.0,0.0,0.0,0.0
