,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,60.8,0.2,2.4,2.8,0.0,17.6
50%,60.8,0.2,2.4,2.8,0.0,17.6
75%,60.8,0.2,2.4,2.8,0.0,17.6
count,1.0,1.0,1.0,1.0,1.0,1.0
max,60.8,0.2,2.4,2.8,0.0,17.6
mean,60.8,0.2,2.4,2.8,0.0,17.6
min,60.8,0.2,2.4,2.8,0.0,17.6
std,,,,,,
