,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,177.0,,,,,
AGE_min,1.0,,,,,
AGE_25%,16.0,,,,,
AGE_50%,25.0,,,,,
AGE_75%,52.0,,,,,
AGE_max,83.0,,,,,
AGE_std,20.08121191326598,,,,,
LOS_min,0.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,16.0,,,,,
LOS_std,2.093536903007133,,,,,
RACE,0.0,89.0,31.0,37.0,5.0,8.0
ZIPINC_QRTL,0.0,50.0,52.0,48.0,26.0,0.0
DIED,177.0,0.0,0.0,0.0,0.0,0.0
