,0.0,1.0,2.0,3.0,4.0
Total Rows,15.0,,,,
AGE_min,29.0,,,,
AGE_25%,36.0,,,,
AGE_50%,48.0,,,,
AGE_75%,54.5,,,,
AGE_max,67.0,,,,
AGE_std,10.753515482766334,,,,
LOS_min,1.0,,,,
LOS_25%,1.0,,,,
LOS_50%,1.0,,,,
LOS_75%,2.0,,,,
LOS_max,8.0,,,,
LOS_std,2.007130147392398,,,,
RACE,0.0,5.0,5.0,4.0,1.0
ZIPINC_QRTL,0.0,7.0,3.0,4.0,0.0
DIED,15.0,0.0,0.0,0.0,0.0
