,0.0,1.0,2.0,4.0
Total Rows,4.0,,,
AGE_min,13.0,,,
AGE_25%,13.0,,,
AGE_50%,29.5,,,
AGE_75%,50.5,,,
AGE_max,64.0,,,
AGE_std,25.337718918639855,,,
LOS_min,1.0,,,
LOS_25%,1.0,,,
LOS_50%,3.0,,,
LOS_75%,5.5,,,
LOS_max,7.0,,,
LOS_std,3.0,,,
RACE,0.0,1.0,3.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0,2.0
DIED,4.0,0.0,0.0,0.0
