,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,49.0,,,,,
AGE_min,37.0,,,,,
AGE_25%,52.0,,,,,
AGE_50%,65.0,,,,,
AGE_75%,68.0,,,,,
AGE_max,78.0,,,,,
AGE_std,10.109182866646172,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,13.0,,,,,
LOS_std,2.4626461074096975,,,,,
RACE,0.0,27.0,4.0,9.0,1.0,1.0
ZIPINC_QRTL,0.0,17.0,9.0,13.0,9.0,0.0
DIED,49.0,0.0,0.0,0.0,0.0,0.0
