,0.0,1.0,2.0,3.0,4.0
Total Rows,17.0,,,,
AGE_min,12.0,,,,
AGE_25%,19.0,,,,
AGE_50%,36.0,,,,
AGE_75%,54.0,,,,
AGE_max,70.0,,,,
AGE_std,20.70663434463344,,,,
LOS_min,1.0,,,,
LOS_25%,1.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,11.0,,,,
LOS_std,2.877396699224124,,,,
RACE,0.0,6.0,6.0,3.0,1.0
ZIPINC_QRTL,0.0,6.0,2.0,6.0,2.0
DIED,17.0,0.0,0.0,0.0,0.0
