,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,28.5,0.53125,1.8571428571428572,2.5,0.125,33.15625
50%,30.375,0.5625,1.8571428571428572,2.5,0.125,33.6875
75%,32.25,0.59375,1.8571428571428572,2.5,0.125,34.21875
count,1.125,1.125,1.0,1.125,1.125,1.125
max,34.125,0.625,1.8571428571428572,2.5,0.125,34.75
mean,30.375,0.5625,1.8571428571428572,2.5,0.125,33.6875
min,26.625,0.5,1.8571428571428572,2.5,0.125,32.625
std,42.42640687119285,0.7071067811865476,0.0,0.0,0.0,12.020815280171307
