,0.0,1.0,3.0,4.0,2.0
Total Rows,19.0,,,,
AGE_min,1.0,,,,
AGE_25%,34.5,,,,
AGE_50%,55.0,,,,
AGE_75%,62.5,,,,
AGE_max,78.0,,,,
AGE_std,23.733658582435247,,,,
LOS_min,4.0,,,,
LOS_25%,5.0,,,,
LOS_50%,5.0,,,,
LOS_75%,20.0,,,,
LOS_max,43.0,,,,
LOS_std,11.030526488789329,,,,
RACE,0.0,9.0,1.0,6.0,0.0
ZIPINC_QRTL,0.0,3.0,2.0,9.0,5.0
DIED,19.0,0.0,0.0,0.0,0.0
