,0.0,1.0,2.0,3.0,4.0
Total Rows,13.0,,,,
AGE_min,46.0,,,,
AGE_25%,60.0,,,,
AGE_50%,65.0,,,,
AGE_75%,69.0,,,,
AGE_max,73.0,,,,
AGE_std,8.290402235764512,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,5.0,,,,
LOS_75%,6.0,,,,
LOS_max,29.0,,,,
LOS_std,7.2897891355666555,,,,
RACE,0.0,4.0,3.0,4.0,2.0
ZIPINC_QRTL,0.0,5.0,3.0,2.0,3.0
DIED,13.0,0.0,0.0,0.0,0.0
