,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,3.0,1.0,3.0,2.0,0.0,2.5
50%,3.0,1.0,3.0,2.0,0.0,2.5
75%,3.0,1.0,3.0,2.0,0.0,2.5
count,1.0,1.0,1.0,1.0,1.0,1.0
max,3.0,1.0,3.0,2.0,0.0,2.5
mean,3.0,1.0,3.0,2.0,0.0,2.5
min,3.0,1.0,3.0,2.0,0.0,2.5
std,,,,,,
