,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,14.75,0.5,2.25,2.75,0.0,2.5
50%,14.75,0.5,2.25,2.75,0.0,2.5
75%,14.75,0.5,2.25,2.75,0.0,2.5
count,1.0,1.0,1.0,1.0,1.0,1.0
max,14.75,0.5,2.25,2.75,0.0,2.5
mean,14.75,0.5,2.25,2.75,0.0,2.5
min,14.75,0.5,2.25,2.75,0.0,2.5
std,,,,,,
