,0.0,1.0,2.0,3.0,4.0
Total Rows,14.0,,,,
AGE_min,12.0,,,,
AGE_25%,16.25,,,,
AGE_50%,35.0,,,,
AGE_75%,55.0,,,,
AGE_max,65.0,,,,
AGE_std,20.725972451635027,,,,
LOS_min,3.0,,,,
LOS_25%,4.0,,,,
LOS_50%,4.5,,,,
LOS_75%,5.0,,,,
LOS_max,16.0,,,,
LOS_std,3.2547513873422944,,,,
RACE,0.0,7.0,3.0,3.0,1.0
ZIPINC_QRTL,0.0,3.0,5.0,3.0,3.0
DIED,14.0,0.0,0.0,0.0,0.0
