,0.0,1.0,2.0,3.0,4.0
Total Rows,15.0,,,,
AGE_min,22.0,,,,
AGE_25%,50.0,,,,
AGE_50%,59.0,,,,
AGE_75%,68.0,,,,
AGE_max,75.0,,,,
AGE_std,16.339551780295334,,,,
LOS_min,2.0,,,,
LOS_25%,2.0,,,,
LOS_50%,3.0,,,,
LOS_75%,3.0,,,,
LOS_max,6.0,,,,
LOS_std,1.1254628677422753,,,,
RACE,0.0,8.0,1.0,6.0,0.0
ZIPINC_QRTL,0.0,6.0,2.0,6.0,1.0
DIED,15.0,0.0,0.0,0.0,0.0
