,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,15.0,,,,,
AGE_min,1.0,,,,,
AGE_25%,8.5,,,,,
AGE_50%,17.0,,,,,
AGE_75%,30.0,,,,,
AGE_max,62.0,,,,,
AGE_std,18.84068545917129,,,,,
LOS_min,2.0,,,,,
LOS_25%,3.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,18.0,,,,,
LOS_std,4.220133150686577,,,,,
RACE,0.0,9.0,3.0,1.0,2.0,0.0
ZIPINC_QRTL,0.0,6.0,2.0,3.0,0.0,4.0
DIED,15.0,0.0,0.0,0.0,0.0,0.0
