,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,13.0,,,,,
AGE_min,4.0,,,,,
AGE_25%,54.0,,,,,
AGE_50%,62.0,,,,,
AGE_75%,68.0,,,,,
AGE_max,77.0,,,,,
AGE_std,21.860865396809796,,,,,
LOS_min,1.0,,,,,
LOS_25%,4.0,,,,,
LOS_50%,5.0,,,,,
LOS_75%,7.0,,,,,
LOS_max,21.0,,,,,
LOS_std,5.250152622934171,,,,,
RACE,0.0,7.0,1.0,3.0,2.0,0.0
ZIPINC_QRTL,0.0,3.0,4.0,1.0,0.0,5.0
DIED,13.0,0.0,0.0,0.0,0.0,0.0
