,0.0,1.0,2.0,3.0,4.0
Total Rows,30.0,,,,
AGE_min,16.0,,,,
AGE_25%,42.25,,,,
AGE_50%,51.0,,,,
AGE_75%,66.0,,,,
AGE_max,77.0,,,,
AGE_std,15.787234767659452,,,,
LOS_min,0.0,,,,
LOS_25%,2.0,,,,
LOS_50%,3.0,,,,
LOS_75%,4.0,,,,
LOS_max,6.0,,,,
LOS_std,1.5756771943166707,,,,
RACE,0.0,23.0,5.0,1.0,1.0
ZIPINC_QRTL,0.0,9.0,7.0,8.0,6.0
DIED,30.0,0.0,0.0,0.0,0.0
