,0.0,1.0,2.0,3.0,4.0
Total Rows,7.0,,,,
AGE_min,2.0,,,,
AGE_25%,9.5,,,,
AGE_50%,33.0,,,,
AGE_75%,47.0,,,,
AGE_max,62.0,,,,
AGE_std,24.691429012243635,,,,
LOS_min,1.0,,,,
LOS_25%,3.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,6.0,,,,
LOS_std,1.7728105208558367,,,,
RACE,0.0,3.0,2.0,1.0,0.0
ZIPINC_QRTL,0.0,2.0,0.0,2.0,2.0
DIED,7.0,0.0,0.0,0.0,0.0
