,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,34.0,,,,,
AGE_min,0.0,,,,,
AGE_25%,1.0,,,,,
AGE_50%,31.5,,,,,
AGE_75%,62.0,,,,,
AGE_max,81.0,,,,,
AGE_std,31.242482161667365,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,4.75,,,,,
LOS_max,11.0,,,,,
LOS_std,2.076307225196848,,,,,
RACE,0.0,15.0,4.0,6.0,6.0,1.0
ZIPINC_QRTL,0.0,7.0,8.0,7.0,11.0,0.0
DIED,34.0,0.0,0.0,0.0,0.0,0.0
