,0.0,1.0,2.0,3.0,4.0
Total Rows,9.0,,,,
AGE_min,38.0,,,,
AGE_25%,49.0,,,,
AGE_50%,57.0,,,,
AGE_75%,63.0,,,,
AGE_max,74.0,,,,
AGE_std,11.200198410940962,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,3.0,,,,
LOS_75%,4.0,,,,
LOS_max,4.0,,,,
LOS_std,1.2018504251546631,,,,
RACE,0.0,5.0,2.0,1.0,1.0
ZIPINC_QRTL,0.0,4.0,2.0,2.0,1.0
DIED,9.0,0.0,0.0,0.0,0.0
