,0.0,1.0,2.0
Total Rows,2.0,,
AGE_min,56.0,,
AGE_25%,56.0,,
AGE_50%,56.0,,
AGE_75%,56.0,,
AGE_max,56.0,,
AGE_std,0.0,,
LOS_min,2.0,,
LOS_25%,2.0,,
LOS_50%,2.0,,
LOS_75%,2.0,,
LOS_max,2.0,,
LOS_std,0.0,,
RACE,0.0,2.0,0.0
ZIPINC_QRTL,0.0,0.0,2.0
DIED,2.0,0.0,0.0
