,0.0,1.0,4.0
Total Rows,1.0,,
AGE_min,56.0,,
AGE_25%,56.0,,
AGE_50%,56.0,,
AGE_75%,56.0,,
AGE_max,56.0,,
AGE_std,,,
LOS_min,14.0,,
LOS_25%,14.0,,
LOS_50%,14.0,,
LOS_75%,14.0,,
LOS_max,14.0,,
LOS_std,,,
RACE,0.0,1.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0
DIED,1.0,0.0,0.0
