,0.0,1.0,3.0,2.0,4.0
Total Rows,20.0,,,,
AGE_min,1.0,,,,
AGE_25%,2.0,,,,
AGE_50%,4.0,,,,
AGE_75%,7.0,,,,
AGE_max,25.0,,,,
AGE_std,5.9612785629647576,,,,
LOS_min,1.0,,,,
LOS_25%,1.75,,,,
LOS_50%,3.0,,,,
LOS_75%,4.0,,,,
LOS_max,5.0,,,,
LOS_std,1.4608937423083819,,,,
RACE,0.0,9.0,11.0,0.0,0.0
ZIPINC_QRTL,0.0,8.0,4.0,3.0,5.0
DIED,20.0,0.0,0.0,0.0,0.0
