,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,43.274358974358975,0.43556701030927836,1.7301587301587302,2.339378238341969,0.017948717948717947,16.215384615384615
50%,45.95128205128205,0.49226804123711343,1.8386243386243386,2.4740932642487046,0.020512820512820513,17.44871794871795
75%,48.83076923076923,0.5515463917525774,1.9841269841269842,2.5971502590673574,0.03076923076923077,19.40897435897436
count,1.5384615384615385,1.5333333333333334,1.4564102564102563,1.4974358974358974,1.5384615384615385,1.5384615384615385
max,51.717948717948715,0.6030927835051546,2.1375661375661377,2.7202072538860103,0.041025641025641026,21.49230769230769
mean,46.073675213675216,0.4913843888070692,1.86482741244646,2.4637305699481864,0.02564102564102564,17.939914529914528
min,40.54358974358974,0.37628865979381443,1.6243386243386244,2.1917098445595853,0.015384615384615385,14.964102564102564
std,19.34608852706542,0.40600240869768706,0.970176799316799,0.9414572845247794,0.044946633856313895,11.177812212383929
