,0.0,1.0,3.0,4.0,2.0
Total Rows,6.0,,,,
AGE_min,2.0,,,,
AGE_25%,24.0,,,,
AGE_50%,57.0,,,,
AGE_75%,60.75,,,,
AGE_max,75.0,,,,
AGE_std,29.22099701698535,,,,
LOS_min,5.0,,,,
LOS_25%,5.0,,,,
LOS_50%,5.0,,,,
LOS_75%,5.75,,,,
LOS_max,12.0,,,,
LOS_std,2.8047578623950176,,,,
RACE,0.0,2.0,2.0,2.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0,2.0,3.0
DIED,6.0,0.0,0.0,0.0,0.0
