,0.0,1.0,2.0,3.0,4.0
Total Rows,46.0,,,,
AGE_min,2.0,,,,
AGE_25%,17.0,,,,
AGE_50%,26.5,,,,
AGE_75%,40.0,,,,
AGE_max,66.0,,,,
AGE_std,16.359488080057574,,,,
LOS_min,1.0,,,,
LOS_25%,4.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,13.0,,,,
LOS_std,2.227300959730721,,,,
RACE,0.0,22.0,2.0,16.0,1.0
ZIPINC_QRTL,0.0,9.0,11.0,13.0,13.0
DIED,46.0,0.0,0.0,0.0,0.0
