,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,52.5,0.0,1.0,1.0,0.0,2.0
50%,52.5,0.0,1.0,1.0,0.0,2.0
75%,52.5,0.0,1.0,1.0,0.0,2.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,52.5,0.0,1.0,1.0,0.0,2.0
mean,52.5,0.0,1.0,1.0,0.0,2.0
min,52.5,0.0,1.0,1.0,0.0,2.0
std,,,,,,
