,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,59.5,1.0,4.0,2.0,0.0,25.0
50%,59.5,1.0,4.0,2.0,0.0,25.0
75%,59.5,1.0,4.0,2.0,0.0,25.0
count,1.0,1.0,0.5,1.0,1.0,1.0
max,59.5,1.0,4.0,2.0,0.0,25.0
mean,59.5,1.0,4.0,2.0,0.0,25.0
min,59.5,1.0,4.0,2.0,0.0,25.0
std,,,,,,
