,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,18.0,,,,,
AGE_min,22.0,,,,,
AGE_25%,51.25,,,,,
AGE_50%,57.0,,,,,
AGE_75%,64.75,,,,,
AGE_max,78.0,,,,,
AGE_std,13.719053112392764,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,19.0,,,,,
LOS_std,4.087283003774167,,,,,
RACE,0.0,11.0,3.0,2.0,1.0,0.0
ZIPINC_QRTL,0.0,7.0,4.0,3.0,0.0,4.0
DIED,17.0,1.0,0.0,0.0,0.0,0.0
