,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,78.0,,,,,
AGE_min,24.0,,,,,
AGE_25%,51.0,,,,,
AGE_50%,60.0,,,,,
AGE_75%,68.75,,,,,
AGE_max,90.0,,,,,
AGE_std,14.370762489124038,,,,,
LOS_min,0.0,,,,,
LOS_25%,3.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,23.0,,,,,
LOS_std,3.3310265078107077,,,,,
RACE,0.0,50.0,12.0,6.0,2.0,2.0
ZIPINC_QRTL,0.0,10.0,15.0,28.0,22.0,0.0
DIED,76.0,2.0,0.0,0.0,0.0,0.0
