,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,1.5,0.5,3.2857142857142856,2.25,0.0,18.375
50%,1.5,0.5,3.2857142857142856,2.25,0.0,18.375
75%,1.5,0.5,3.2857142857142856,2.25,0.0,18.375
count,1.0,1.0,0.875,1.0,1.0,1.0
max,1.5,0.5,3.2857142857142856,2.25,0.0,18.375
mean,1.5,0.5,3.2857142857142856,2.25,0.0,18.375
min,1.5,0.5,3.2857142857142856,2.25,0.0,18.375
std,,,,,,
