,0.0,1.0,2.0
Total Rows,2.0,,
AGE_min,11.0,,
AGE_25%,25.0,,
AGE_50%,39.0,,
AGE_75%,53.0,,
AGE_max,67.0,,
AGE_std,39.59797974644666,,
LOS_min,1.0,,
LOS_25%,2.5,,
LOS_50%,4.0,,
LOS_75%,5.5,,
LOS_max,7.0,,
LOS_std,4.242640687119285,,
RACE,0.0,2.0,0.0
ZIPINC_QRTL,0.0,0.0,2.0
DIED,2.0,0.0,0.0
