,0.0,1.0,4.0
Total Rows,2.0,,
AGE_min,7.0,,
AGE_25%,10.5,,
AGE_50%,14.0,,
AGE_75%,17.5,,
AGE_max,21.0,,
AGE_std,9.899494936611665,,
LOS_min,1.0,,
LOS_25%,1.25,,
LOS_50%,1.5,,
LOS_75%,1.75,,
LOS_max,2.0,,
LOS_std,0.7071067811865476,,
RACE,0.0,1.0,1.0
ZIPINC_QRTL,0.0,0.0,2.0
DIED,2.0,0.0,0.0
