,0.0,1.0,4.0,2.0,3.0
Total Rows,6.0,,,,
AGE_min,44.0,,,,
AGE_25%,55.0,,,,
AGE_50%,65.0,,,,
AGE_75%,73.5,,,,
AGE_max,76.0,,,,
AGE_std,12.884098726725126,,,,
LOS_min,3.0,,,,
LOS_25%,3.25,,,,
LOS_50%,4.0,,,,
LOS_75%,4.75,,,,
LOS_max,5.0,,,,
LOS_std,0.8944271909999159,,,,
RACE,0.0,5.0,1.0,0.0,0.0
ZIPINC_QRTL,0.0,1.0,3.0,1.0,1.0
DIED,6.0,0.0,0.0,0.0,0.0
