,0.0,1.0,2.0,3.0,4.0
Total Rows,6.0,,,,
AGE_min,22.0,,,,
AGE_25%,55.75,,,,
AGE_50%,61.0,,,,
AGE_75%,70.0,,,,
AGE_max,73.0,,,,
AGE_std,18.853823661704983,,,,
LOS_min,3.0,,,,
LOS_25%,3.25,,,,
LOS_50%,4.0,,,,
LOS_75%,8.5,,,,
LOS_max,17.0,,,,
LOS_std,5.636192568273964,,,,
RACE,0.0,6.0,0.0,0.0,0.0
ZIPINC_QRTL,0.0,2.0,1.0,2.0,1.0
DIED,6.0,0.0,0.0,0.0,0.0
