,0.0,1.0,4.0,2.0,3.0
Total Rows,17.0,,,,
AGE_min,7.0,,,,
AGE_25%,25.0,,,,
AGE_50%,57.0,,,,
AGE_75%,73.0,,,,
AGE_max,82.0,,,,
AGE_std,27.004765374673717,,,,
LOS_min,4.0,,,,
LOS_25%,4.0,,,,
LOS_50%,5.0,,,,
LOS_75%,6.0,,,,
LOS_max,13.0,,,,
LOS_std,2.182820625326997,,,,
RACE,0.0,15.0,2.0,0.0,0.0
ZIPINC_QRTL,0.0,5.0,5.0,4.0,3.0
DIED,17.0,0.0,0.0,0.0,0.0
