,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,80.0,,,,,
AGE_min,30.0,,,,,
AGE_25%,62.0,,,,,
AGE_50%,67.0,,,,,
AGE_75%,75.25,,,,,
AGE_max,84.0,,,,,
AGE_std,10.864346229172824,,,,,
LOS_min,1.0,,,,,
LOS_25%,4.0,,,,,
LOS_50%,6.0,,,,,
LOS_75%,9.25,,,,,
LOS_max,48.0,,,,,
LOS_std,9.453341449295166,,,,,
RACE,0.0,52.0,8.0,9.0,1.0,8.0
ZIPINC_QRTL,0.0,27.0,11.0,11.0,27.0,0.0
DIED,79.0,1.0,0.0,0.0,0.0,0.0
