,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,58.25,1.0,1.6,2.2666666666666666,0.0,4.05
50%,58.3,1.0,1.6,2.2666666666666666,0.0,4.1
75%,58.35,1.0,1.6,2.2666666666666666,0.0,4.15
count,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333
max,58.4,1.0,1.6,2.2666666666666666,0.0,4.2
mean,58.3,1.0,1.6,2.2666666666666666,0.0,4.1
min,58.2,1.0,1.6,2.2666666666666666,0.0,4.0
std,1.0606601717798212,0.0,0.0,0.0,0.0,1.0606601717798214
