,0.0,1.0,4.0,3.0
Total Rows,3.0,,,
AGE_min,1.0,,,
AGE_25%,21.5,,,
AGE_50%,42.0,,,
AGE_75%,49.5,,,
AGE_max,57.0,,,
AGE_std,28.988503468329185,,,
LOS_min,1.0,,,
LOS_25%,3.0,,,
LOS_50%,5.0,,,
LOS_75%,5.0,,,
LOS_max,5.0,,,
LOS_std,2.3094010767585034,,,
RACE,0.0,2.0,1.0,0.0
ZIPINC_QRTL,0.0,0.0,2.0,1.0
DIED,3.0,0.0,0.0,0.0
