,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,33.0,,,,,
AGE_min,12.0,,,,,
AGE_25%,19.0,,,,,
AGE_50%,31.0,,,,,
AGE_75%,37.0,,,,,
AGE_max,62.0,,,,,
AGE_std,14.619673337145686,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,2.0,,,,,
LOS_75%,4.0,,,,,
LOS_max,17.0,,,,,
LOS_std,2.7323815785700742,,,,,
RACE,0.0,17.0,8.0,3.0,2.0,0.0
ZIPINC_QRTL,0.0,3.0,9.0,11.0,0.0,9.0
DIED,33.0,0.0,0.0,0.0,0.0,0.0
