,0.0,1.0,2.0,3.0,4.0
Total Rows,7.0,,,,
AGE_min,1.0,,,,
AGE_25%,7.0,,,,
AGE_50%,13.0,,,,
AGE_75%,30.5,,,,
AGE_max,54.0,,,,
AGE_std,19.95709684011465,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,3.0,,,,
LOS_75%,3.0,,,,
LOS_max,4.0,,,,
LOS_std,0.9759000729485333,,,,
RACE,0.0,3.0,1.0,3.0,0.0
ZIPINC_QRTL,0.0,3.0,1.0,0.0,3.0
DIED,7.0,0.0,0.0,0.0,0.0
