,0.0,1.0,3.0,2.0,4.0
Total Rows,3.0,,,,
AGE_min,24.0,,,,
AGE_25%,29.0,,,,
AGE_50%,34.0,,,,
AGE_75%,51.0,,,,
AGE_max,68.0,,,,
AGE_std,23.065125189341593,,,,
LOS_min,1.0,,,,
LOS_25%,1.5,,,,
LOS_50%,2.0,,,,
LOS_75%,2.5,,,,
LOS_max,3.0,,,,
LOS_std,1.0,,,,
RACE,0.0,1.0,2.0,0.0,0.0
ZIPINC_QRTL,0.0,1.0,0.0,1.0,1.0
DIED,3.0,0.0,0.0,0.0,0.0
