,0.0,1.0,3.0,2.0,4.0
Total Rows,12.0,,,,
AGE_min,1.0,,,,
AGE_25%,9.75,,,,
AGE_50%,19.5,,,,
AGE_75%,40.5,,,,
AGE_max,72.0,,,,
AGE_std,23.817487845545912,,,,
LOS_min,1.0,,,,
LOS_25%,2.75,,,,
LOS_50%,4.0,,,,
LOS_75%,4.0,,,,
LOS_max,6.0,,,,
LOS_std,1.5050420310248867,,,,
RACE,0.0,9.0,2.0,0.0,0.0
ZIPINC_QRTL,0.0,3.0,3.0,2.0,3.0
DIED,12.0,0.0,0.0,0.0,0.0
