,0.0,1.0,2.0,4.0
Total Rows,6.0,,,
AGE_min,33.0,,,
AGE_25%,50.0,,,
AGE_50%,57.0,,,
AGE_75%,58.75,,,
AGE_max,66.0,,,
AGE_std,11.51810169544733,,,
LOS_min,4.0,,,
LOS_25%,5.0,,,
LOS_50%,6.0,,,
LOS_75%,11.5,,,
LOS_max,17.0,,,
LOS_std,5.282045058497703,,,
RACE,0.0,5.0,1.0,0.0
ZIPINC_QRTL,0.0,1.0,3.0,2.0
DIED,6.0,0.0,0.0,0.0
