,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,29.0,,,,,
AGE_min,1.0,,,,,
AGE_25%,8.0,,,,,
AGE_50%,35.0,,,,,
AGE_75%,62.0,,,,,
AGE_max,78.0,,,,,
AGE_std,28.116576461603255,,,,,
LOS_min,0.0,,,,,
LOS_25%,3.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,32.0,,,,,
LOS_std,7.3227831259268905,,,,,
RACE,0.0,16.0,2.0,6.0,2.0,2.0
ZIPINC_QRTL,0.0,8.0,6.0,8.0,7.0,0.0
DIED,29.0,0.0,0.0,0.0,0.0,0.0
